table,read_peak_per_min,read_per_sec,write_peak_per_min,write_per_sec
orders customers order_items credits fleet_tasks geofences registered_promocodes order_activities customers_primary_insights customer_instructions order_instructions campaign_generated_promocodes capacities ops_users multi_purpose_view claim_tookan_tasks claim_tasks order_comments registered_third_party_accounts activities cities laundries coupons fleet clusters instructions_config dispatcher registered_addresses orders_group universal_items order_timeline statistics registered_emails promo_settings registered_phones station_sessions vehicles supply_experiment,0,0.00,0,0.00
